CRN,Subj,Num,Sec,Title,Hours,Faculty,Days,Beg,End,Days.2,Beg.2,End.2,Location,Limit,Enr,Av.Seats,Additional.Info,General.Education
American Studies,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,NA
10345,AMST,333,A,Junior Seminar,4,J Grammer/W Register,T,1400,1630,,NA,NA,TBA,15,6,Available: 9,Writing Intensive; Open only to students pursuing majors in American studies,NA
10307,ANTH,307,A,The Archaeology of Southeastern United States,4,M McCollough,W,1530,1830,,NA,NA,Woods Laboratories 301,15,6,Available: 9,Prerequisite: ANTH 106; Instructor permission required,NA
10657,ARTH,310,A,Far East in American Visual Culture,4,M Oba,T,1330,1600,,NA,NA,Carnegie Hall 302,15,19,Closed,Prerequisites: One course in art history, Asian studies or American studies; Waitlist - contact instructor,NA
10445,ENGL,378,A,American Literature II,4,J Grammer,TR,930,1045,,NA,NA,St. Luke's 214,25,24,Available: 1,,NA
10449,ENGL,395,A,African-American Literature,4,E Grammer,MWF,900,950,,NA,NA,St. Luke's 202,20,10,Available: 10,,NA
10490,HIST,202,A,History of the United States II,4,C Israel,MWF,1100,1150,,NA,NA,Guerry Hall 204,25,27,Closed,,NA
10503,HIST,330,A,History of Religion in America,4,C Israel,TR,930,1045,,NA,NA,duPont Library G9D,15,14,Available: 1,Waitlist - contact instructor,NA
10510,HIST,393,A,America's Civil War,4,J Willis,MW,1100,1215,,NA,NA,Walsh-Ellett Hall 302,15,17,Closed,Waitlist - contact instructor,NA
10511,HIST,394,A,Reconstructing the South,4,J Willis,TR,1100,1215,,NA,NA,Woods Laboratories 103,15,16,Closed,Writing Intensive; Waitlist - contact instructor,NA
10650,MUSC,210,A,Music in Multicultural America,4,J Oba,TR,800,915,,NA,NA,Guerry Hall 1,20,4,Available: 16,Prerequisites: MUSC 101 or MUSC 105,NA
10551,POLS,203,A,The Presidency,4,C Brockett,MW,1100,1215,,NA,NA,Walsh-Ellett Hall 210,25,30,Closed,Waitlist - contact instructor,NA
10552,POLS,203,B,The Presidency,4,C Brockett,TR,1100,1215,,NA,NA,Walsh-Ellett Hall 302,25,25,Closed,Waitlist - contact instructor,NA
10566,POLS,204,A,Legislative Process,4,B Anderson,MWF,1000,1050,,NA,NA,Walsh-Ellett Hall 206,25,19,Available: 6,,NA
10569,POLS,390,A,The United Nations,4,E Dunn,T,1400,1630,,NA,NA,St. Luke's 112,25,20,Available: 5,,NA
Anthropology,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,NA
10083,ANTH,0,A,Comprehensive Examination,0,R O'Connor,TBA,NA,NA,,NA,NA,TBA,99,15,Available: 84,,NA
10302,ANTH,104,A,Introductory Cultural Anthropology,4,W Leggett,MWF,800,850,,NA,NA,Woods Laboratories 342,20,20,Closed,Reserved Seats: sophomores-2 (none available), returning freshmen-16 (3 available),NA
10303,ANTH,104,B,Introductory Cultural Anthropology,4,W Leggett,MWF,900,950,,NA,NA,Woods Laboratories 342,20,19,Available: 1 Reserved,Reserved Seats: sophomores-3 (1 available), returning freshmen-15 (none available); Waitlist - contact instructor,NA
