CRN,Subj,Num,Sec,Title,Hours,Faculty,Days,Beg,End,Days.2,Beg.2,End.2,Location,Limit,Enr,Av.Seats,Additional.Info,General.Education
American Studies,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,
60417,AMST,420,A,Senior Research Seminar,4,W Register,F,1400,1630,,NA,NA,TBA,15,8,Available: 7,GMWI: Upper-Level (Major) Writing Intensive; Open only to students pursuing majors in American studies; Consent of professor required for late entry,
60493,ENGL,377,A,American Literature I,4,E Grammer,TR,1330,1445,,NA,NA,Gailor Hall 110,25,26,Closed // Waitlist: 0,Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
60495,ENGL,393,A,Faulkner,4,J Grammer,W,1400,1630,,NA,NA,Gailor Hall 019,15,15,Closed,GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
60539,HIST,201,A,History of the United States I,4,W Register,MWF,1000,1050,,NA,NA,Walsh-Ellett Hall 304,25,25,Closed,Reserved Seats: returning freshmen-9 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
60540,HIST,201,B,History of the United States I,4,W Register,MWF,1300,1350,,NA,NA,Walsh-Ellett Hall 304,25,25,Closed,Reserved Seats: returning freshmen-10 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
60544,HIST,229,A,The Many Faces of Sewanee,4,J Willis,TR,1330,1445,,NA,NA,Walsh-Ellett Hall 204,16,16,Closed // Waitlist: 0,Community Engagement; Open only to sophomores; Consent of professor required for late entry,
60545,HIST,232,A,African-American History since 1865,4,H Roberson,TR,1100,1215,,NA,NA,Walsh-Ellett Hall 202,25,23,Available: 2,Reserved Seats: returning freshmen-5 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
60546,HIST,237,A,Women in U.S. History, 1600-1870,4,J Berebitsky,TR,930,1045,,NA,NA,Walsh-Ellett Hall 206,25,23,Available: 2,Reserved Seats: returning freshmen-1 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
60845,HIST,336,A,Hours of Crisis in U.S. History,4,J Meacham,T,1330,1600,,NA,NA,Walsh-Ellett Hall 206,20,20,Closed,Prerequisites: One course in history with attribute G4 including AP or IB credit; Consent of professor required for late entry,
60550,HIST,347,A,The American Civil Rights Movement,4,H Roberson,M,1330,1600,,NA,NA,Walsh-Ellett Hall 310,15,15,Closed,Prerequisites: One course in history with attribute G4 including AP or IB credit; Consent of professor required for late entry,
60601,POLS,204,A,Legislative Process,4,A Hatcher,TR,1330,1445,,NA,NA,Walsh-Ellett Hall 210,25,25,Closed,Reserved Seats: returning freshmen-4 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
60678,WMST,100,A,Introduction to Women's and Gender Studies,4,J Berebitsky,MW,1400,1515,,NA,NA,Walsh-Ellett Hall 202,24,23,Available: 1,Reserved Seats: returning freshmen-5 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
Anthropology,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,
60418,ANTH,104,A,Introductory Cultural Anthropology,4,E Lynch,MW,1400,1515,,NA,NA,Gailor Hall 112,27,27,Closed,Reserved Seats: returning freshmen-19 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
60419,ANTH,104,B,Introductory Cultural Anthropology,4,R O'Connor,MWF,900,950,,NA,NA,Woods Laboratories 342,16,15,Available: 1,Community Engagement; Reserved Seats: returning freshmen-8 (none available); Consent of professor required for late entry,G4: Exploring Past and Present,GFWI: Foundational Writing Intensive
