CRN,Subj,Num,Sec,Title,Hours,Faculty,Days,Beg,End,Days.2,Beg.2,End.2,Location,Limit,Enr,Av.Seats,Additional.Info,General.Education
30317,CHIN,301,A,Advanced Chinese,4,J Xiao,MW,1100,1150,R,1100,1150,Gailor Hall 019,20,8,Available: 12,Prerequisite: CHIN 203,NA
30102,ECON,309,A,Women in the Economy,4,Y Mohiuddin,W,1400,1630,,NA,NA,Walsh-Ellett Hall 310,15,16,Closed,Writing Intensive; Prerequisite: ECON 101,NA
30169,HIST,212,A,History of China and East Asia II,4,H Goldberg,TR,930,1045,,NA,NA,Walsh-Ellett Hall 308,24,28,Closed,,NA
30319,JAPN,104,A,Elementary Japanese II,4,S Takahashi,MWF,900,950,T,1300,1350,Gailor Hall 230,20,7,Available: 13,Prerequisite: JAPN 103,NA
30320,JAPN,301,A,Composition and Conversation,4,S Takahashi,MWF,1100,1150,,NA,NA,Gailor Hall 230,20,5,Available: 15,Prerequisite: JAPN 203,NA
30042,RELG,162,A,Introduction to Asian Religions,4,T Martin-i-Pardo,TR,930,1045,,NA,NA,Walsh-Ellett Hall 306,22,22,Closed,,NA
30043,RELG,162,B,Introduction to Asian Religions,4,T Martin-i-Pardo,TR,1100,1215,,NA,NA,Walsh-Ellett Hall 306,22,26,Closed,,NA
Biology,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,NA
30249,BIOL,105,A,Biology and People,4,L Jones,TR,930,1045,,NA,NA,Carnegie Hall 306,16,20,Closed,Non-Lab Science,NA
30251,BIOL,131,A,Evolution, Ecology and Biodiversity (Lab),4,K Zigler and others,MWF,1100,1150,,NA,NA,Woods Laboratories BLACKMAN,60,61,Closed,Lab Science; Reserved Seats: returning freshmen-20 (2 available),NA
30775,BIOL,131,L1,Evolution, Ecology and Biodiversity (Lab),0,K Zigler,M,1330,1630,,NA,NA,Woods Laboratories 105,15,15,Closed,Lab Science,NA
30776,BIOL,131,L2,Evolution, Ecology and Biodiversity (Lab),0,J Evans,T,1330,1630,,NA,NA,Woods Laboratories 105,15,14,Available: 1,Lab Science,NA
30777,BIOL,131,L3,Evolution, Ecology and Biodiversity (Lab),0,D Haskell,W,1330,1630,,NA,NA,Woods Laboratories 105,15,17,Closed,Lab Science,NA
30778,BIOL,131,L4,Evolution, Ecology and Biodiversity (Lab),0,K Jones,R,1330,1630,,NA,NA,Woods Laboratories 105,15,15,Closed,Lab Science,NA
30253,BIOL,132,A,Cellular, Molecular and Physiological Biology (Lab),4,N Berner,MWF,1100,1150,,NA,NA,Woods Laboratories 113,40,38,Available: 2,Lab Science,NA
30762,BIOL,132,L1,Cellular, Molecular and Physiological Biology (Lab),0,J Verdoni,M,1330,1630,,NA,NA,Woods Laboratories 113,20,16,Available: 4,,NA
30763,BIOL,132,L2,Cellular, Molecular and Physiological Biology (Lab),0,K Jones,T,1330,1630,,NA,NA,Woods Laboratories 113,20,22,Closed,,NA
30255,BIOL,208,A,Neurobiology,4,N Berner,MWF,800,850,,NA,NA,Woods Laboratories 128,24,12,Available: 12,Non-Lab Science; Prerequisites: One course in biology or one course in psychology,NA
30256,BIOL,209,A,Advanced Conservation Biology,4,J Evans,MWF,1000,1050,,NA,NA,Woods Laboratories 128,16,17,Closed,Non-Lab Science; Prerequisite: BIOL 131,NA
30782,BIOL,232,A,Human Health and the Environment (Lab),4,D McGrath,TR,1100,1215,R,1330,1630,Woods Laboratories 128,16,12,Available: 4,Lab Science; Prerequisite: BIOL 131; Instructor permission required,NA
30873,BIOL,308,A,Genetically Modified Organisms,4,K Jones,TR,1100,1215,,NA,NA,Woods Laboratories 216,16,10,Available: 6,Non-Lab Science; Prerequisite: BIOL 132,NA
30376,BIOL,309,A,Ecology and Biodiversity Seminar,4,D Haskell,T,1330,1630,,NA,NA,Woods Laboratories 128,16,14,Available: 2,Non-Lab Science; Open only to students pursuing majors in biology or ecology and biodiversity; Prerequisite: BIOL 131,NA
30781,BIOL,312,A,General and Human Physiology,4,N Berner,MWF,900,950,,NA,NA,Woods Laboratories 128,24,23,Available: 1,Non-Lab Science,NA
30257,BIOL,316,A,Biochemistry (Lab),4,J Verdoni,MWF,1000,1050,R,1330,1630,Woods Laboratories 113,16,12,Available: 4,Lab Science; Prerequisites: BIOL 132 and CHEM 201,NA
30258,BIOL,333,A,Developmental Biology (Lab),4,K Zigler,TR,930,1045,W,1330,1630,Woods Laboratories 128,16,5,Available: 11,Lab Science; Prerequisites: BIOL 131 and BIOL 132,NA
Chemistry,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,NA
30281,CHEM,102,A,General Chemistry II (Lab),4,R Bachman,MWF,900,950,,NA,NA,Woods Laboratories BLACKMAN,36,38,Closed,Lab Science; Prerequisites: CHEM 101 or CHEM 103,NA
30282,CHEM,102,B,General Chemistry II (Lab),4,R Bachman,MWF,1000,1050,,NA,NA,Woods Laboratories BLACKMAN,36,26,Available: 10,Lab Science; Prerequisites: CHEM 101 or CHEM 103,NA
30283,CHEM,102,L1,General Chemistry II (Lab),0,J Shibata,M,1330,1630,,NA,NA,Woods Laboratories 202,18,17,Available: 1,Lab Science; Prerequisites: CHEM 101 or CHEM 103,NA
30284,CHEM,102,L2,General Chemistry II (Lab),0,C Fitz,T,1330,1630,,NA,NA,Woods Laboratories 202,18,16,Available: 2,Lab Science; Prerequisites: CHEM 101 or CHEM 103,NA
30285,CHEM,102,L3,General Chemistry II (Lab),0,R Summers,W,1330,1630,,NA,NA,Woods Laboratories 202,18,19,Closed,Lab Science; Prerequisites: CHEM 101 or CHEM 103,NA
30286,CHEM,102,L4,General Chemistry II (Lab),0,J Bordley,R,1330,1630,,NA,NA,Woods Laboratories 202,18,12,Available: 6,Lab Science; Prerequisites: CHEM 101 or CHEM 103,NA
30287,CHEM,108,A,Chemistry and Art (Lab),4,J Bordley/C Fitz,TR,930,1045,M,1330,1630,Carnegie Hall 203,24,29,Closed,Lab Science,NA
30932,CHEM,110,A,The Science of Food and Cooking,4,D Miles,TR,800,915,,NA,NA,Woods Laboratories BLACKMAN,24,24,Closed,Non-Lab Science; Open only to freshmen and sophomores; Instructor permission required,NA
30407,CHEM,202,A,Organic Chemistry II (Lab),4,E Kirven,MWF,800,850,,NA,NA,Woods Laboratories 216,42,37,Available: 5,Lab Science; Prerequisite: CHEM 201,NA
30408,CHEM,202,L1,Organic Chemistry II (Lab),0,E Kirven,M,1330,1700,,NA,NA,Woods Laboratories 205,14,12,Available: 2,Lab Science; Prerequisite: CHEM 201,NA
30409,CHEM,202,L2,Organic Chemistry II (Lab),0,R Summers,T,1330,1700,,NA,NA,Woods Laboratories 205,14,15,Closed,Lab Science; Prerequisite: CHEM 201,NA
30410,CHEM,202,L3,Organic Chemistry II (Lab),0,E Kirven,W,1330,1700,,NA,NA,Woods Laboratories 205,14,10,Available: 4,Lab Science; Prerequisite: CHEM 201,NA
30292,CHEM,301,A,Junior Seminar,2,J Shibata,F,1330,1630,,NA,NA,Woods Laboratories 216,16,4,Available: 12,Open only to juniors pursuing majors in chemistry,NA
30294,CHEM,311,A,Chemical Analysis (Lab),4,D Miles,MWF,800,850,M,1330,1700,Woods Laboratories BLACKMAN,16,10,Available: 6,Lab Science; Writing Intensive; Prerequisite: CHEM 102,NA
30295,CHEM,316,A,Biochemistry (Lab),4,J Verdoni,MWF,1000,1050,R,1330,1630,TBA,16,12,Available: 4,Lab Science; Prerequisites: BIOL 132 and CHEM 201,NA
30296,CHEM,401,A,Senior Seminar,2,J Shibata,F,1330,1630,,NA,NA,Woods Laboratories 216,16,6,Available: 10,Open only to seniors pursuing majors in chemistry,NA
30922,CHEM,412,A,Advanced Environmental Geochemistry,4,R Bachman,TR,1100,1215,,NA,NA,Woods Laboratories 217,15,8,Available: 7,Prerequisite: CHEM 102,NA
30297,CHEM,417,A,Advanced Biochemistry,4,R Summers,MW,1100,1215,,NA,NA,TBA,16,5,Available: 11,Non-Lab Science; Prerequisites: BIOL 306 or BIOL 316 or CHEM 306 or CHEM 307 or CHEM 316,NA
30298,CHEM,422,A,Quantum Chemistry and Spectroscopy,4,J Shibata,MWF,900,950,,NA,NA,Walsh-Ellett Hall 312,16,4,Available: 12,Non-Lab Science; Prerequisites: CHEM 102 and PHYS 101 and MATH 102,NA
Classics,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,NA
30016,CLST,101,A,Classical Mythology,4,D Seiters,MWF,1100,1150,,NA,NA,Gailor Hall 011,30,31,Closed,,NA
30017,CLST,351,A,Greek Literature in Translation,4,J Bruss,M,1300,1415,R,1300,1415,Gailor Hall 128,30,24,Available: 6,,NA
30013,GREK,104,A,Elementary Greek II,4,J Bruss,MWF,1200,1250,T,1216,1306,Gailor Hall 110,25,7,Available: 18,Prerequisite: GREK 103,NA
30014,GREK,301,A,Homer I,4,D Huber,MWF,1200,1250,,NA,NA,Gailor Hall 011,25,8,Available: 17,Prerequisite: GREK 203,NA
30015,GREK,403,A,Greek Comedy,4,J Bruss,TR,930,1045,,NA,NA,Gailor Hall 019,25,2,Available: 23,Prerequisite: GREK 301,NA
30009,LATN,104,A,Elementary Latin II,4,C McDonough,MWF,1200,1250,R,1300,1350,Gailor Hall 019,15,15,Closed,Prerequisite: LATN 103,NA
30010,LATN,104,B,Elementary Latin II,4,D Seiters,MWF,900,950,T,1300,1350,Gailor Hall 019,15,15,Closed,Prerequisite: LATN 103,NA
30011,LATN,301,A,Introduction to Latin Epic,4,D Seiters,TR,930,1045,,NA,NA,Gailor Hall 011,30,25,Available: 5,Prerequisite: LATN 203,NA
30012,LATN,306,A,Roman Satire,4,C McDonough,TR,1100,1215,,NA,NA,Gailor Hall 212,25,24,Available: 1,Prerequisite: LATN 301,NA
Collegiate Courses,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,NA
30374,NOND,201,A,The Spirit and Forms of Anglicanism,4,J Gatta,MWF,1100,1150,,NA,NA,Walsh-Ellett Hall 206,25,19,Available: 6,,NA
Computer Science,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,NA
30843,CSCI,157,A,Introduction to Programming,4,S Carl/M Clarkson,TR,930,1045,R,1400,1700,Woods Laboratories 136,15,3,Available: 12,,NA
30383,CSCI,257,A,Data Structures,4,S Carl,MWF,1000,1050,,NA,NA,Woods Laboratories 136,15,4,Available: 11,Prerequisite: CSCI 157,NA
30384,CSCI,356,A,Artificial Intelligence,4,S Carl,MWF,900,950,,NA,NA,Woods Laboratories 136,15,8,Available: 7,Prerequisites: CSCI 326 or CSCI 376,NA
30385,CSCI,428,A,Operating Systems,4,S Carl,MWF,1100,1150,,NA,NA,Woods Laboratories 119,15,3,Available: 12,Prerequisites: CSCI 270 and MATH 215,NA
Earth & Environmental Systems,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,NA
30235,FORS,121,A,Introduction to Forestry (Lab),4,D DeBell,TR,930,1045,T,1330,1630,Snowden Hall 211,20,19,Available: 1,Lab Science; Waitlist - contact instructor,NA
30236,FORS,121,B,Introduction to Forestry (Lab),4,L Lentile,TR,1100,1215,R,1330,1630,Snowden Hall 209,20,19,Available: 1,Lab Science; Waitlist - contact instructor,NA
30238,FORS,230,A,Urban Forest Management,4,K Kuers,TR,1100,1215,,NA,NA,Snowden Hall 211,18,18,Closed,Non-Lab Science; Prerequisite: FORS 121,NA
30239,FORS,240,A,Special Topics in Forestry: Water Resources and Policy,4,A Fryar,TR,1100,1215,,NA,NA,Snowden Hall 102,16,20,Closed,Non-Lab Science; Open only to students pursuing majors in forestry, geology, or natural resources and the environment,NA
30840,FORS,240,B,Special Topics in Forestry: Forest Fire Issues and Ecology,4,L Lentile,MWF,800,850,,NA,NA,Snowden Hall 102,20,21,Closed,Non-Lab Science,NA
30240,FORS,312,A,Silviculture (Lab),4,K Kuers/D DeBell,MWF,1000,1050,M,1330,1630,Snowden Hall 211,20,12,Available: 8,Lab Science; Prerequisite: FORS 121,NA
30241,FORS,314,A,Hydrology (Lab),4,A Fryar,TR,800,915,W,1330,1630,Snowden Hall 209,24,9,Available: 15,Lab Science; Prerequisite: GEOL 121,NA
30242,FORS,432,A,Senior Field Project,4,S Shaver,MWF,900,950,F,1330,1630,Snowden Hall 209,50,15,Available: 35,Open only to seniors pursuing majors in forestry, geology, natural resources, or natural resources and the environment; Senior Field Project Fee: $50,NA
30243,GEOL,121,A,Physical Geology (Lab),4,S Shaver,MWF,1100,1150,W,1330,1630,Snowden Hall 209,10,13,Closed,Lab Science; Open only to freshmen and sophomores,NA
