CRN,Subj,Num,Sec,Title,Hours,Faculty,Days,Beg,End,Days 2,Beg 2,End 2,Location,Limit,Enr,Av Seats,Additional Info,General Education
,,,,,,,,,,,,,,,,,,
American Studies,,,,,,,,,,,,,,,,,,
Medieval Studies,,,,,,,,,,,,,,,,,,
15554,MDST,400,A,Medieval Colloquium Seminar,4,S Batkie,T,1400,1630,,,,Gailor Hall 103,15,6,Available: 9,GMWI: Upper-Level (Major) Writing Intensive; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Music,,,,,,,,,,,,,,,,,,
15791,MUSC,101,A,Music of Western Civilization,4,H Dow Ward,MWF,900,950,,,,Guerry Hall 131,25,21,Available: 4,Reserved Seats: new first-year students-11 (none available); Consent of professor required for late entry,G2: Understanding the Arts
15792,MUSC,101,B,Music of Western Civilization,4,G Ward,TR,930,1045,,,,Guerry Hall 131,25,24,Closed: 1 Reserved // Waitlist: 1,Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G2: Understanding the Arts
15793,MUSC,103,A,Music Fundamentals II: Composing for the Keyboard,2,J Carlson,MW,1000,1050,,,,Guerry Hall 001,14,4,Available: 10,Reserved Seats: new first-year students-1 (none available); Prerequisites: MUSC 102 or placement; Consent of professor required for late entry,G2: Understanding the Arts
15794,MUSC,104,A,Music Fundamentals: Keyboard Skills,4,J Carlson,MWF,1100,1150,R,1330,1420,Guerry Hall 001,14,14,Closed // Waitlist: 0,Reserved Seats: new first-year students-6 (none available),G2: Understanding the Arts
15795,MUSC,143,A,Move on up a Little Higher: The History of Gospel Music,4,K Wright,MW,1400,1515,,,,Guerry Hall 131,22,21,Available: 1,Consent of professor required for late entry,
15796,MUSC,212,A,From Court Dances to Sacrificial Dances: Cultural Transformations in Music,4,C Leal,TR,1100,1215,,,,Guerry Hall 131,18,3,Available: 15,Prerequisites: MUSC 101 or MUSC 151; Consent of professor required for late entry,
15797,MUSC,213,A,From Ragtime to Radiohead: Music in the Era of Recordings,4,S Miller,TR,1330,1445,,,,Guerry Hall 131,18,18,Closed // Waitlist: 0,Prerequisites: MUSC 101 or MUSC 105 or MUSC 141 or MUSC 151; Consent of professor required for late entry,
15798,MUSC,224,A,Musics of Latin America,4,C Leal,MW,1530,1645,,,,Guerry Hall 131,18,11,Available: 7,Prerequisite: MUSC 101; Consent of professor required for late entry,G6SP: Comprehending Cross-Culturally (Spanish/Hispanic Culture)
16005,MUSC,235,A,The Liturgical Music of Johann Sebastian Bach,4,K Miller,R,1300,1500,,,,Hamilton Hall ,15,5,Available: 10,,
15413,MUSC,251,A,University Choir,1,G Ward,MTWR,1700,1800,U,1000,1200,Guerry Hall 220,99,47,Available: 52,Consent of professor required for late entry,
15011,MUSC,253,A,University Orchestra,1,C Leal,T,1930,2130,,,,Guerry Hall AUD,99,21,Available: 78,,
15301,MUSC,257,A,University Jazz Ensemble,1,K Wright,R,1900,2030,,,,St. Luke's Chapel AUD,99,9,Available: 90,,
15474,MUSC,258,A,University Gospel Choir,1,K Wright,T,1900,2030,,,,St. Luke's Chapel AUD,99,15,Available: 84,Consent of professor required for late entry,
15499,MUSC,259,A,Chamber Ensemble,1,P Povey,TBA,,,,,,TBA,99,6,Available: 93,,
15799,MUSC,263,A,Live Music Sound Nation: Music and Multi-Media Performance,4,P Povey,MW,1530,1645,,,,Guerry Hall AUD,16,16,Closed // Waitlist: 0,Prerequisites: MUSC 103 or MUSC 104 or ART 103 or ART 104 or ART 108 or ART 143; Consent of professor required for late entry,
15409,MUSC,268,A,Applied Guitar,1,B Yelverton,TBA,,,,,,TBA,99,6,Available: 93,Lessons Fee: $480,
15302,MUSC,271,A,Applied Piano,1,B Lo,TBA,,,,,,TBA,99,7,Available: 92,Prerequisite: MUSC 104; Lessons Fee: $195,
15303,MUSC,273,A,Applied Organ,1,G Ward,TBA,,,,,,TBA,99,6,Available: 93,Lessons Fee: $195,
15304,MUSC,275,A,Applied Voice,1,J Usherwood,TBA,,,,,,TBA,99,7,Available: 92,Lessons Fee: $195,
15391,MUSC,276,A,Applied Broadway Singing,1,J Usherwood,TBA,,,,,,TBA,99,4,Available: 95,Lessons Fee: $195,
15305,MUSC,277,A,Applied Strings,1,P Povey,TBA,,,,,,TBA,99,4,Available: 95,Lessons Fee: $195,
15306,MUSC,277,B,Applied Strings,1,P Povey,TBA,,,,,,TBA,99,1,Available: 98,Lessons Fee: $195,
15375,MUSC,278,A,Applied Fiddle,1,P Povey,MW,1300,1350,,,,TBA,99,3,Available: 96,,
15376,MUSC,278,B,Applied Fiddle,1,P Povey,MW,1200,1250,,,,TBA,99,3,Available: 96,,
15393,MUSC,279,A,Applied Winds,1,S Miller/R Van de Ven,TBA,,,,,,TBA,999,2,Available: 997,Lessons Fee: $195,
16044,MUSC,279,B,Applied Winds,1,S Miller/A Suska,TBA,,,,,,TBA,999,1,Available: 998,Lessons Fee: $195,
16045,MUSC,279,C,Applied Winds,1,S Miller/G Danner,TBA,,,,,,TBA,999,1,Available: 998,Lessons Fee: $195,
16046,MUSC,279,D,Applied Winds,1,S Miller/R Murphy,TBA,,,,,,TBA,999,1,Available: 998,Lessons Fee: $195,
15992,MUSC,281,A,Applied Carillon,1,R Gotko,TBA,,,,,,TBA,99,7,Available: 92,,
15472,MUSC,285,A,Applied Percussion,1,S Miller/B Mueller,TBA,,,,,,TBA,99,2,Available: 97,Lessons Fee: $195,
16025,MUSC,289,A,Applied Jazz Piano,1,K Wright,TBA,,,,,,TBA,99,4,Available: 95,Prerequisite: MUSC 104; Pre- or Corequisite: MUSC 257; Lessons Fee: $195,
15800,MUSC,360,A,Advanced Chromatic Harmony,4,J Carlson,MW,1400,1515,,,,Guerry Hall 001,14,2,Available: 12,Prerequisite: MUSC 260; Consent of professor required for late entry,
15410,MUSC,368,A,Applied Guitar,2,B Yelverton,TBA,,,,,,TBA,99,0,Available: 99,Pre- or Corequisite: MUSC 260; Lessons Fee: $495,
15307,MUSC,371,A,Applied Piano,2,B Lo,TBA,,,,,,TBA,99,3,Available: 96,Prerequisite: MUSC 260; Lessons Fee: $495,
15308,MUSC,373,A,Applied Organ,2,G Ward,TBA,,,,,,TBA,99,0,Available: 99,Prerequisite: MUSC 260; Lessons Fee: $495,
15309,MUSC,375,A,Applied Voice,2,J Usherwood,TBA,,,,,,TBA,99,7,Available: 92,Prerequisite: MUSC 260; Lessons Fee: $495,
15311,MUSC,377,A,Applied Strings,2,P Povey,TBA,,,,,,TBA,99,5,Available: 94,Prerequisite: MUSC 260; Lessons Fee: $495,
15312,MUSC,377,B,Applied Strings,2,S Miller,TBA,,,,,,TBA,99,0,Available: 99,Prerequisite: MUSC 260; Lessons Fee: $495,
15394,MUSC,379,A,Applied Winds,2,S Miller/R Van de Ven,TBA,,,,,,TBA,99,1,Available: 98,Prerequisite: MUSC 260; Lessons Fee: $495,
16047,MUSC,379,B,Applied Winds,2,S Miller/G Danner,TBA,,,,,,TBA,99,1,Available: 98,Prerequisite: MUSC 260; Lessons Fee: $495,
15991,MUSC,385,A,Applied Percussion,2,S Miller,TBA,,,,,,TBA,99,0,Available: 99,Prerequisite: MUSC 260; Lessons Fee: $495,
16026,MUSC,389,A,Applied Jazz Piano,2,K Wright,TBA,,,,,,TBA,99,0,Available: 99,Prerequisite: MUSC 260; Pre- or Corequisite: MUSC 257; Lessons Fee: $495,
15473,MUSC,470,A,Recital,2,Staff,TBA,,,,,,TBA,99,0,Available: 99,Open only to students pursuing majors in music,
16042,MUSC,470,B,Recital,2,J Usherwood,TBA,,,,,,TBA,1,1,Closed,Open only to students pursuing majors in music,
,,,,,,,,,,,,,,,,,,
Philosophy,,,,,,,,,,,,,,,,,,
15761,PHIL,101,A,Topics in Philosophy,4,J Peters,TR,1100,1215,,,,Carnegie Hall 201,21,21,Closed // Waitlist: 7,Reserved Seats: new first-year students-10 (none available); Consent of professor required for late entry,"G3: Seeking Meaning,GFWI: Foundational Writing Intensive"
15751,PHIL,190,A,Informal Logic and Critical Thinking,4,C Conn,MWF,900,950,,,,Carnegie Hall 201,20,20,Closed // Waitlist: 0,Reserved Seats: new first-year students-9 (none available); Consent of professor required for late entry,G3: Seeking Meaning
15752,PHIL,204,A,Modern Philosophy,4,C Conn,MW,1530,1645,,,,Carnegie Hall 201,20,17,Available: 3,Reserved Seats: new first-year students-5 (none available); Consent of professor required for late entry,G3: Seeking Meaning
15759,PHIL,215,A,Chinese Philosophy,4,J Peterman,TR,930,1045,,,,Carnegie Hall 201,23,23,Closed // Waitlist: 0,Consent of professor required for late entry,
15757,PHIL,223,A,Philosophy of Art,4,M Hopwood,MWF,1000,1050,,,,Carnegie Hall 201,20,20,Closed // Waitlist: 3,Reserved Seats: new first-year students-5 (none available); Consent of professor required for late entry,G3: Seeking Meaning
15760,PHIL,230,A,Environmental Ethics,4,J Peters,TR,800,915,,,,Carnegie Hall 201,26,25,Available: 1,Reserved Seats: new first-year students-4 (none available); Consent of professor required for late entry,G3: Seeking Meaning
15754,PHIL,232,A,Business Ethics,4,A Moser,TR,930,1045,,,,Gailor Hall 110,25,25,Closed // Waitlist: 17,Consent of professor required for late entry,G3: Seeking Meaning
15755,PHIL,232,B,Business Ethics,4,A Moser,TR,1330,1445,,,,Carnegie Hall 201,25,25,Closed // Waitlist: 10,Consent of professor required for late entry,G3: Seeking Meaning
15904,PHIL,307,A,Political Philosophy,4,M Hopwood,TR,1100,1215,,,,Walsh-Ellett Hall 202,20,20,Closed // Waitlist: 0,Prerequisites: One course in philosophy numbered 200 or above; Consent of professor required for late entry,
15753,PHIL,312,A,Modern Logic,4,C Conn,MWF,1200,1250,,,,Carnegie Hall 201,15,11,Available: 4,Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15758,PHIL,322,A,20th Century Continental Philosophy,4,M Hopwood,MW,1400,1515,,,,Carnegie Hall 201,20,18,Available: 2,Prerequisites: One course in philosophy; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Physical Education,,,,,,,,,,,,,,,,,,
15962,PHED,102,A,Racquetball,0,S Lohn,MW,1000,1050,,,,Fowler Center RACQUET,8,8,Closed // Waitlist: 1,,
15963,PHED,102,B,Racquetball,0,S Lohn,TR,1100,1150,,,,Fowler Center RACQUET,8,8,Closed // Waitlist: 2,,
15964,PHED,103,A,Weight Exercise,0,Q Jones,MW,1100,1150,,,,Fowler Center WEIGHT,20,18,Available: 2,,
15965,PHED,108,A,Beginning Handball,0,S Raulston/J Reishman,TR,1330,1420,,,,TBA,8,5,Available: 3,Handball Fee: $40,
15966,PHED,125,A,Lifetime of Fitness: Running,0,T Laurendine,MW,1530,1620,,,,Fowler Center LOBBY,20,15,Available: 5,,
15967,PHED,125,B,Lifetime of Fitness: Running,0,S Laurendine,MW,1300,1350,,,,TBA,20,4,Available: 16,,
15968,PHED,132,A,Lifetime of Fitness: Badminton,0,T Evangelista,TR,930,1030,,,,Fowler Center LOBBY,6,6,Closed // Waitlist: 2,,
15969,PHED,132,B,Lifetime of Fitness: Badminton,0,T Pacella,MWF,1000,1050,,,,TBA,6,5,Available: 1,,
15970,PHED,138,A,Lifetime of Fitness: Change-Bell Ringing,0,R Gotko,TBA,,,,,,TBA,8,7,Available: 1,,
15971,PHED,138,B,Lifetime of Fitness: Change-Bell Ringing,0,R Gotko,TBA,,,,,,TBA,8,8,Closed // Waitlist: 0,,
15390,PHED,166,A,Introduction to Hunter Seat Equitation,0,S Sjolund,TBA,,,,,,Equestrian Center STABLES,15,1,Available: 14,Riding Fee: $850,
15350,PHED,170,A,Stretch and Relax,0,W Wilson,TR,1000,1050,,,,Fowler Center AEROBICS,14,14,Closed,Physical Education Fee: $175,
15972,PHED,170,B,Stretch and Relax,0,W Wilson,TR,1200,1250,,,,Fowler Center AEROBICS,14,13,Available: 1,Physical Education Fee: $175,
15973,PHED,171,A,Introduction to Hatha Yoga,0,W Wilson,TR,900,950,,,,Fowler Center AEROBICS,20,20,Closed // Waitlist: 0,Physical Education Fee: $175,
15974,PHED,171,B,Introduction to Hatha Yoga,0,W Wilson,TR,1100,1150,,,,Fowler Center AEROBICS,20,18,Available: 2,Physical Education Fee: $175,
15975,PHED,172,A,Pilates,0,K Butters,MW,900,950,,,,Fowler Center DANCE,15,4,Available: 11,Physical Education Fee: $175,
15976,PHED,172,B,Pilates,0,K Butters,TR,1330,1420,,,,Fowler Center DANCE,15,7,Available: 8,Physical Education Fee: $175,
15977,PHED,180,A,Sport Aviation,0,S Laurendine,R,1330,1630,,,,TBA,8,0,Available: 8,Aviation Fee: $1650,
15978,PHED,200,A,Martial Arts,0,P Johnston,TR,1100,1150,,,,Fowler Center LOBBY,14,13,Available: 1,,
15979,PHED,229,A,Lifetime of Wellness: Recreational Sports,0,S Laurendine,TR,1330,1445,,,,TBA,20,5,Available: 15,,
15958,PHED,233,A,Lifetime of Wellness: Mindful Self-Compassion,0,S Brown,R,1900,2100,,,,Fowler Center DANCE,15,14,Closed // Waitlist: 9,,
15959,PHED,251,A,Scuba,0,D Backlund,W,1930,2200,,,,Fowler Center POOL,10,2,Available: 8,Physical Education Fee: $350,
15324,PHED,262,A,Alpine Mountaineering Traverse in Colorado,0,J Benson,TBA,,,,,,TBA,99,10,Available: 89,Prerequisites: Approval of the Outing program director,
15325,PHED,263,A,Marathon and Half-Marathon Runs,0,J Benson,TBA,,,,,,TBA,99,13,Available: 86,,
15388,PHED,264,A,Canoeing the Rio Grande,0,J Benson,TBA,,,,,,TBA,99,0,Available: 99,Prerequisites: Approval of the Outing program director,
15982,PHED,303,A,Water Polo,0,R Macdonald,R,1900,2030,,,,Fowler Center POOL,20,2,Available: 18,,
15984,PHED,308,A,Advanced Handball,0,Staff,TBA,,,,,,TBA,8,0,Available: 8,Handball Fee: $40,
15179,PHED,328,A,Men's Rugby Club Team,0,D Carter,TBA,,,,,,TBA,99,16,Available: 83,,
15320,PHED,328,B,Women's Rugby Club Team,0,D Carter,TBA,,,,,,TBA,99,5,Available: 94,,
15389,PHED,330,A,Crew Team,0,D Jones,TBA,,,,,,TBA,99,9,Available: 90,,
15364,PHED,331,A,Squash Club Team,0,D Rung,TBA,,,,,,TBA,99,15,Available: 84,,
15985,PHED,332,A,Club Tennis,0,P Oliver,TBA,,,,,,TBA,99,25,Available: 74,,
15987,PHED,351,A,American Red Cross Lifeguard,0,M Obermiller,TBA,,,,,,TBA,15,4,Available: 11,Physical Education Fee: $150,
15988,PHED,403,A,Advanced Weight Training,0,C Shank,TBA,,,,,,TBA,20,14,Available: 6,,
15989,PHED,403,B,Advanced Weight Training,0,C Shank,TBA,,,,,,TBA,20,0,Available: 20,,
15990,PHED,403,C,Advanced Weight Training,0,C Shank,TBA,,,,,,TBA,20,0,Available: 20,,
15035,PHED,449,A,Cheerleading,0,J Hawkins,TBA,,,,,,TBA,99,2,Available: 97,,
15180,PHED,450,A,Varsity Swimming/Diving,0,M Obermiller,TBA,,,,,,TBA,99,22,Available: 77,,
15181,PHED,451,A,Men's Varsity Tennis,0,J Shackelford,TBA,,,,,,TBA,99,5,Available: 94,,
15182,PHED,451,B,Women's Varsity Tennis,0,C Shackelford,TBA,,,,,,TBA,99,10,Available: 89,,
15183,PHED,452,A,Men's Varsity Baseball,0,D Jenkins,TBA,,,,,,TBA,99,11,Available: 88,,
15184,PHED,453,A,Men's Varsity Basketball,0,B Pierson,TBA,,,,,,TBA,99,6,Available: 93,,
15185,PHED,453,B,Women's Varsity Basketball,0,D McCarthy,TBA,,,,,,TBA,99,9,Available: 90,,
15186,PHED,454,A,Men's Varsity Golf,0,N Parrish,TBA,,,,,,TBA,99,6,Available: 93,,
15226,PHED,454,B,Women's Varsity Golf,0,N Parrish,TBA,,,,,,TBA,99,6,Available: 93,,
15173,PHED,455,A,Men's Varsity Soccer,0,T Pacella,TBA,,,,,,TBA,99,5,Available: 94,,
15174,PHED,455,B,Women's Varsity Soccer,0,P Johnston,TBA,,,,,,TBA,99,1,Available: 98,,
15187,PHED,456,A,Varsity Track and Field,0,J Heitzenrater,TBA,,,,,,TBA,99,15,Available: 84,,
15298,PHED,457,A,Men's Varsity Lacrosse,0,M Watters,TBA,,,,,,TBA,99,20,Available: 79,,
15299,PHED,457,B,Women's Varsity Lacrosse,0,M Dombrowski,TBA,,,,,,TBA,99,21,Available: 78,,
15175,PHED,458,A,Men's Varsity Football,0,T Laurendine,TBA,,,,,,TBA,99,13,Available: 86,,
15176,PHED,459,A,Women's Varsity Field Hockey,0,L McIntyre,TBA,,,,,,TBA,99,3,Available: 96,,
15177,PHED,460,A,Varsity Cross Country,0,J Heitzenrater,TBA,,,,,,TBA,99,1,Available: 98,,
15178,PHED,461,A,Women's Varsity Volleyball,0,S Laurendine,TBA,,,,,,TBA,99,2,Available: 97,,
15188,PHED,462,A,Women's Varsity Softball,0,M Yackey,TBA,,,,,,TBA,99,4,Available: 95,,
15036,PHED,463,A,Varsity Equestrian,0,K Gordy,TBA,,,,,,TBA,99,36,Available: 63,Riding Fee: $850,
,,,,,,,,,,,,,,,,,,
Physics and Astronomy,,,,,,,,,,,,,,,,,,
15664,PHYS,102,A,General Physics II (Lab),4,A Kolakowska,TR,930,1045,T,1330,1700,Woods Laboratories 216,20,17,Available: 3,Lab Science; Reserved Seats: new first-year students-1 (none available); Prerequisite: PHYS 101; Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
15665,PHYS,102,B,General Physics II (Lab),4,A Kolakowska,TR,930,1045,W,1330,1700,Woods Laboratories 216,20,17,Available: 3,Lab Science; Reserved Seats: new first-year students-1 (none available); Prerequisite: PHYS 101; Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
15667,PHYS,104,A,Electric and Magnetic Interactions (Lab),4,N Harmon,MWF,1100,1250,,,,Woods Laboratories 227,24,20,Available: 4,Lab Science; Open only to new first-year students; Reserved Seats: new first-year students-12 (none available); Prerequisite: PHYS 103; Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
15668,PHYS,149,A,Survey of Astronomy,4,D Durig,MW,1530,1700,,,,Woods Laboratories 134,24,7,Available: 17,Non-Lab Science; Reserved Seats: new first-year students-2 (none available); Consent of professor required for late entry,G5: Observing-Experimenting-Modeling
15669,PHYS,149,B,Survey of Astronomy,4,D Durig,TR,1500,1630,,,,Woods Laboratories 134,24,20,Available: 4,Non-Lab Science; Reserved Seats: new first-year students-9 (1 available); Consent of professor required for late entry,G5: Observing-Experimenting-Modeling
15670,PHYS,202,A,Thermodynamics,4,B Szapiro,MWF,1100,1150,,,,Woods Laboratories 217,14,9,Available: 5,Non-Lab Science; Consent of professor required for late entry,
15672,PHYS,303,A,Mechanics,4,M Coffey,MWF,1000,1050,,,,Woods Laboratories 228,14,10,Available: 4,Non-Lab Science; Consent of professor required for late entry,
15673,PHYS,305,A,Advanced Laboratory,2,E Donev,R,1400,1700,M,1400,1700,Woods Laboratories 222,14,5,Available: 9,GMWI: Upper-Level (Major) Writing Intensive; Pre- or Corequisite: PHYS 203,
15674,PHYS,312,A,Junior Seminar,2,E Donev,W,1930,2030,,,,Woods Laboratories 216,99,7,Available: 92,Consent of professor required for late entry,
15675,PHYS,349,A,Readings in Cosmology,4,D Durig,T,1930,2230,,,,Woods Laboratories 217,14,1,Available: 13,GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: PHYS 101 or PHYS 102 or PHYS 103 or PHYS 104 or PHYS 110 or PHYS 149 or PHYS 250 or PHYS 251; Consent of professor required for late entry,
15677,PHYS,401,A,Quantum Mechanics,4,B Szapiro,MWF,900,950,,,,Woods Laboratories 217,14,4,Available: 10,Non-Lab Science; Consent of professor required for late entry,
15676,PHYS,412,A,Senior Seminar,2,E Donev,W,1930,2030,,,,Woods Laboratories 216,99,7,Available: 92,Prerequisite: PHYS 312; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Politics,,,,,,,,,,,,,,,,,,
15876,POLS,101,A,American Government and Politics,4,M Crowder-Meyer,MWF,1000,1050,,,,Woods Laboratories 307,25,25,Closed // Waitlist: 6,Open only to freshmen and sophomores; Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15877,POLS,101,B,American Government and Politics,4,M Crowder-Meyer,MWF,1100,1150,,,,Woods Laboratories 307,25,26,Closed // Waitlist: 3,Open only to freshmen and sophomores; Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15878,POLS,103,A,Comparative Politics,4,J Mecellem,MWF,1200,1250,,,,Walsh-Ellett Hall 206,25,18,Available: 7,Open only to freshmen and sophomores; Reserved Seats: new first-year students-10 (1 available); Consent of professor required for late entry,G4: Exploring Past and Present
15879,POLS,103,B,Comparative Politics,4,J Mecellem,MWF,1300,1350,,,,Walsh-Ellett Hall 206,25,22,Available: 3,Open only to freshmen and sophomores; Reserved Seats: new first-year students-10 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15880,POLS,150,A,World Politics,4,R Manacsa,MWF,900,950,,,,Spencer Hall 172,25,23,Available: 2,Open only to freshmen and sophomores; Reserved Seats: new first-year students-9 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15881,POLS,203,A,The Presidency,4,A Hatcher,TR,1330,1445,,,,Walsh-Ellett Hall 210,25,24,Available: 1,Reserved Seats: new first-year students-8 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15882,POLS,210,A,The Politics of Poverty and Inequality,4,P Schneider,TR,930,1045,,,,Spencer Hall 172,25,25,Closed // Waitlist: 1,Consent of professor required for late entry,G4: Exploring Past and Present
15883,POLS,210,B,The Politics of Poverty and Inequality,4,P Schneider,TR,1330,1445,,,,Spencer Hall 172,25,25,Closed // Waitlist: 0,Consent of professor required for late entry,G4: Exploring Past and Present
15884,POLS,211,A,Democracy and Citizenship,4,A Dahl,MW,1530,1645,,,,Walsh-Ellett Hall 304,25,24,Available: 1,Reserved Seats: new first-year students-8 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15885,POLS,223,A,Public Policy,4,J Hopper,TR,800,915,,,,Walsh-Ellett Hall 206,25,25,Closed // Waitlist: 0,Reserved Seats: new first-year students-9 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15886,POLS,228,A,The Politics of the Modern Middle East and North Africa,4,J Mecellem,TR,1100,1215,,,,Woods Laboratories 216,26,25,Closed: 1 Reserved // Waitlist: 1,Reserved Seats: new first-year students-1 (none available); Prerequisites: POLS 103 or POLS 150; Consent of professor required for late entry,G4: Exploring Past and Present
15933,POLS,235,A,"U.S. Health Policy: National, State, and Local Contexts",4,L Attanasio,TR,800,915,,,,Walsh-Ellett Hall 304,25,24,Available: 1,"Open only to sophomores, juniors, and seniors; Consent of professor required for late entry",
15887,POLS,304,A,American Political Thought,4,A Dahl,TR,930,1045,,,,Woods Laboratories 121,20,20,Closed // Waitlist: 0,Not open to new first-year students; Consent of professor required for late entry,
15888,POLS,307,A,Women in American Politics,4,M Crowder-Meyer,T,1400,1630,,,,Spencer Hall 151,15,13,Available: 2,GMWI: Upper-Level (Major) Writing Intensive; Not open to new first-year students; Consent of professor required for late entry,
15889,POLS,313,A,Environmental Politics and Policy,4,J Hopper,MW,1400,1515,,,,Walsh-Ellett Hall 210,20,19,Available: 1,Not open to new first-year students; Consent of professor required for late entry,
15890,POLS,314,A,Civil Wars,4,M Dragojevic,T,1330,1600,,,,Walsh-Ellett Hall 202,20,20,Closed // Waitlist: 7,Not open to new first-year students; Consent of professor required for late entry,
15891,POLS,318,A,Comparative Politics: South America and Mexico,4,M Dragojevic,TR,800,915,,,,Spencer Hall 172,20,19,Available: 1,Not open to new first-year students; Consent of professor required for late entry,
15892,POLS,319,A,Global Gender Issues,4,P Schneider,MW,1530,1645,,,,Spencer Hall 172,15,15,Closed // Waitlist: 1,GMWI: Upper-Level (Major) Writing Intensive; Not open to new first-year students; Consent of professor required for late entry,
15893,POLS,336,A,U.S. Immigration Law and Policy,4,A Colbert,MW,1400,1515,,,,Woods Laboratories 340,20,17,Available: 3,Not open to new first-year students; Consent of professor required for late entry,
15894,POLS,337,A,Constitutional Law: Civil Liberties,4,A Hatcher,TR,1100,1215,,,,Walsh-Ellett Hall 210,20,21,Closed // Waitlist: 5,Not open to new first-year students; Consent of professor required for late entry,
15895,POLS,365,A,Global Institutions and Policies,4,R Manacsa,MWF,1000,1050,,,,Spencer Hall 172,20,19,Available: 1,Not open to new first-year students; Prerequisites: POLS 150 or INGS 200; Consent of professor required for late entry,
15896,POLS,412,A,Terrorism and Global Security,4,R Manacsa,F,1300,1530,,,,Spencer Hall 164,15,15,Closed // Waitlist: 2,GMWI: Upper-Level (Major) Writing Intensive; Open only to juniors and seniors; Prerequisites: POLS 150 or POLS 270; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Psychology,,,,,,,,,,,,,,,,,,
15678,PSYC,100,A,Introduction to Psychology (Lab),4,T Jesurun,MWF,800,850,,,,Woods Laboratories 307,25,25,Closed // Waitlist: 7,Lab Science; Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
15679,PSYC,100,B,Introduction to Psychology (Lab),4,J Coffey,MWF,900,950,,,,Woods Laboratories 307,25,25,Closed // Waitlist: 11,Lab Science; Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
15680,PSYC,100,C,Introduction to Psychology (Lab),4,T Fisher,MWF,1200,1250,,,,Woods Laboratories 307,25,25,Closed // Waitlist: 8,Lab Science; Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
15681,PSYC,100,D,Introduction to Psychology (Lab),4,B Craft,TR,930,1045,,,,Woods Laboratories 307,25,24,Available: 1,Lab Science; Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
15682,PSYC,100,E,Introduction to Psychology (Lab),4,H Craft,TR,1100,1215,,,,Woods Laboratories 307,25,25,Closed // Waitlist: 6,Lab Science; Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
15683,PSYC,101,A,Principles of Psychology,4,K Coffey,MWF,800,850,,,,Woods Laboratories 324,25,24,Available: 1,Non-Lab Science; Reserved Seats: new first-year students-12 (none available); Consent of professor required for late entry,G5: Observing-Experimenting-Modeling
15684,PSYC,101,B,Principles of Psychology,4,J Troisi,TR,800,915,,,,Woods Laboratories 307,25,25,Closed // Waitlist: 0,Non-Lab Science; Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G5: Observing-Experimenting-Modeling
15685,PSYC,202,A,Abnormal Behavior,4,N Noffsinger-Frazier,MWF,1200,1250,,,,Woods Laboratories 324,26,24,Available: 1 // Waitlist: 1,Reserved Seats: new first-year students-5 (none available); Prerequisites: PSYC 100 or PSYC 101; Consent of professor required for late entry,
15686,PSYC,202,B,Abnormal Behavior,4,N West,TR,1100,1215,,,,Woods Laboratories 341,25,25,Closed // Waitlist: 9,Reserved Seats: new first-year students-5 (none available); Prerequisites: PSYC 100 or PSYC 101; Consent of professor required for late entry,
15687,PSYC,206,A,Industrial Psychology,4,T Jesurun,MWF,1000,1050,,,,Woods Laboratories 341,25,25,Closed // Waitlist: 10,Reserved Seats: new first-year students-4 (none available); Prerequisites: PSYC 100 or 101 or junior standing; Consent of professor required for late entry,
