CRN,Subj,Num,Sec,Title,Hours,Faculty,Days,Beg,End,Days 2,Beg 2,End 2,Location,Limit,Enr,Av Seats,Additional Info,General Education
,,,,,,,,,,,,,,,,,,
American Studies,,,,,,,,,,,,,,,,,,
15546,LATN,406,A,Roman Philosophers,4,S McCarter,TR,930,1045,,,,Gailor Hall 019,25,8,Available: 17,Prerequisites: LATN 203 or higher or placement; Consent of professor required for late entry,"G1: Reading Closely,G6: Comprehending Cross-Culturally (Language)"
15547,LATN,407,A,Vergil,4,D Holmes,TR,1100,1215,,,,Gailor Hall 019,25,12,Available: 13,GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: LATN 203 or higher or placement; Consent of professor required for late entry,"G1: Reading Closely,G6: Comprehending Cross-Culturally (Language)"
,,,,,,,,,,,,,,,,,,
Collegiate Courses,,,,,,,,,,,,,,,,,,
15899,LING,340,A,Linguistics,4,M Preslar,MWF,1000,1050,,,,Gailor Hall 224,18,15,Available: 3,Consent of professor required for late entry,
15960,RHET,101,A,Public Speaking,4,S O'Rourke,TR,1500,1615,,,,Gailor Hall 110,15,15,Closed // Waitlist: 10,Consent of professor required for late entry,
15961,RHET,201,A,Introduction to Rhetoric,4,S O'Rourke,TR,1330,1445,,,,Gailor Hall 110,30,31,Closed // Waitlist: 0,Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Computer Science,,,,,,,,,,,,,,,,,,
15641,CSCI,101,A,Introduction to Computer Science,4,H Walker,TR,800,915,,,,Woods Laboratories 134,24,21,Available: 3,Reserved Seats: new first-year students-11 (none available); Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15642,CSCI,157,A,Introduction to Modeling and Programming,4,H Walker,MWF,800,850,R,1400,1700,Woods Laboratories 136,22,18,Available: 4,Reserved Seats: new first-year students-7 (none available); Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15643,CSCI,257,A,Data Structures,4,S Carl,TR,930,1045,,,,Woods Laboratories 136,18,16,Available: 2,Prerequisite: CSCI 157; Consent of professor required for late entry,
15644,CSCI,284,A,Database Design with Web Applications,4,L Dale,TR,1100,1215,,,,Woods Laboratories 136,18,10,Available: 8,Prerequisite: CSCI 157; Consent of professor required for late entry,
15645,CSCI,360,A,Principles of Interactive Computer Graphics,4,L Dale,MW,1400,1515,,,,Woods Laboratories 136,18,16,Available: 2,Prerequisites: CSCI 257 and MATH 215; Consent of professor required for late entry,
15646,CSCI,428,A,Operating Systems,4,S Carl,MWF,1100,1150,,,,Woods Laboratories 136,18,5,Available: 13,Prerequisites: (CSCI 270 or CSCI 370) and MATH 215; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Earth & Environmental Systems,,,,,,,,,,,,,,,,,,
15857,FORS,215,A,Fisheries Ecology and Management (Lab),4,D Neely,TR,1100,1215,R,1330,1700,Snowden Hall 215,26,26,Closed // Waitlist: 7,Lab Science; Prerequisites: FORS 121 or BIOL 130; Consent of professor required for late entry,
15862,FORS,230,A,Urban Forest Management,4,K Kuers,TR,1100,1215,,,,Snowden Hall 202,24,23,Closed: 1 Reserved // Waitlist: 1,Non-Lab Science; Reserved Seats: new first-year students-2 (none available); Prerequisite: FORS 121; Consent of professor required for late entry,G5: Observing-Experimenting-Modeling
15858,FORS,240,IC,Special Topics: Forest Biometrics,4-Feb,S Torreano,W,1300,1700,,,,Snowden Hall 109,18,16,Available: 2,Non-Lab Science; Prerequisite: FORS 121; Consent of professor required for late entry,
15859,FORS,312,A,Silviculture (Lab),4,S Torreano/K Kuers,MWF,900,950,M,1330,1700,Snowden Hall 202,22,22,Closed // Waitlist: 0,Lab Science; Prerequisites: FORS 121 and one forestry course numbered 200 or above; Consent of professor required for late entry,
15860,FORS,314,A,Hydrology (Lab),4,M Knoll,TR,930,1045,T,1330,1700,Snowden Hall 119,27,27,Closed // Waitlist: 2,Lab Science; Prerequisite: GEOL 121; Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
15863,GEOL,121,A,Physical Geology (Lab),4,S Shaver,MWF,1000,1050,W,1330,1700,Snowden Hall 102,19,18,Closed: 1 Reserved // Waitlist: 3,Lab Science; Reserved Seats: new first-year students-3 (none available); Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
15861,GEOL,314,A,Hydrology (Lab),4,M Knoll,TR,930,1045,T,1330,1700,Snowden Hall 119,27,27,Closed // Waitlist: 2,Lab Science; Prerequisite: GEOL 121; Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
15993,GEOL,315,A,Watershed Contaminant Hydrology,2,M Knoll,TBA,,,,,,TBA,10,7,Available: 3,Prerequisite: GEOL 314; Consent of professor required for late entry,
15864,GEOL,325,A,Field and Structural Geology (Lab),4,B Potter,MWF,1000,1050,W,1330,1700,Snowden Hall 119,24,21,Available: 3,Lab Science; Prerequisite: GEOL 121; Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
,,,,,,,,,,,,,,,,,,
Economics,,,,,,,,,,,,,,,,,,
15613,ECON,101,A,Introduction to Microeconomics,4,S Pan,MWF,900,950,,,,Walsh-Ellett Hall 306,25,15,Available: 10,Reserved Seats: new first-year students-6 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15614,ECON,101,B,Introduction to Microeconomics,4,S Pan,MWF,1000,1050,,,,Walsh-Ellett Hall 306,25,25,Closed // Waitlist: 0,Reserved Seats: new first-year students-12 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15615,ECON,101,C,Introduction to Microeconomics,4,B Ford,MWF,1100,1150,,,,Walsh-Ellett Hall 304,25,23,Available: 2,Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15616,ECON,101,D,Introduction to Microeconomics,4,B Ford,MWF,1200,1250,,,,Walsh-Ellett Hall 304,25,22,Available: 3,Reserved Seats: new first-year students-12 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15617,ECON,101,E,Introduction to Microeconomics,4,T Schlosky,TR,930,1045,,,,Walsh-Ellett Hall 206,25,26,Closed // Waitlist: 0,Reserved Seats: new first-year students-11 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15618,ECON,101,F,Introduction to Microeconomics,4,T Schlosky,TR,1100,1215,,,,Walsh-Ellett Hall 206,25,23,Available: 2,Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15619,ECON,102,A,Introduction to Macroeconomics,4,B Sturgill,MWF,800,850,,,,Walsh-Ellett Hall 308,25,22,Available: 3,Reserved Seats: new first-year students-9 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15620,ECON,102,B,Introduction to Macroeconomics,4,B Sturgill,MWF,900,950,,,,Walsh-Ellett Hall 308,25,25,Closed // Waitlist: 1,Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15621,ECON,102,C,Introduction to Macroeconomics,4,J Wang,MWF,1000,1050,,,,Walsh-Ellett Hall 308,25,25,Closed // Waitlist: 3,Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15622,ECON,102,D,Introduction to Macroeconomics,4,J Wang,MWF,1100,1150,,,,Walsh-Ellett Hall 308,25,24,Closed: 1 Reserved // Waitlist: 5,Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15638,ECON,305,A,Microeconomic Theory,4,A Elrod,TR,800,915,,,,Walsh-Ellett Hall 308,25,25,Closed // Waitlist: 6,Prerequisite: ECON 101; Consent of professor required for late entry,
15639,ECON,306,A,Macroeconomic Theory,4,Y Mohiuddin,TR,930,1045,,,,Walsh-Ellett Hall 308,25,25,Closed // Waitlist: 0,Prerequisite: ECON 102; Consent of professor required for late entry,
15640,ECON,306,B,Macroeconomic Theory,4,Y Mohiuddin,TR,1100,1215,,,,Walsh-Ellett Hall 308,25,25,Closed // Waitlist: 2,Prerequisite: ECON 102; Consent of professor required for late entry,
15625,ECON,312,A,Health Economics,4,B Ford,MWF,1000,1050,,,,Walsh-Ellett Hall 304,20,20,Closed // Waitlist: 10,Prerequisite: ECON 101; Consent of professor required for late entry,
15627,ECON,320,A,Behavioral Economics,4,S Pan,MWF,1200,1250,,,,Walsh-Ellett Hall 306,20,20,Closed // Waitlist: 9,Prerequisite: ECON 101; Consent of professor required for late entry,
15629,ECON,331,A,Public Finance and Fiscal Policy,4,J Wang,MW,1400,1515,,,,Walsh-Ellett Hall 304,20,20,Closed // Waitlist: 0,Prerequisite: ECON 101; Consent of professor required for late entry,
15632,ECON,335,A,Environmental Economics,4,A Elrod,TR,1330,1445,,,,Walsh-Ellett Hall 306,25,24,Available: 1,Prerequisite: ECON 101; Consent of professor required for late entry,
15631,ECON,341,A,Game Theory,4,M St-Pierre,TR,1100,1215,,,,Gailor Hall 110,20,20,Closed // Waitlist: 3,Prerequisites: ECON 101 and MATH 101; Consent of professor required for late entry,
15623,ECON,360,A,Corporate Finance,4,S Karadas,MWF,900,950,,,,Walsh-Ellett Hall 304,20,20,Closed // Waitlist: 3,Prerequisites: ECON 101 and STAT 204; Consent of professor required for late entry,
15624,ECON,360,B,Corporate Finance,4,T Schlosky,TR,1330,1445,,,,Walsh-Ellett Hall 308,20,20,Closed // Waitlist: 2,Prerequisites: ECON 101 and STAT 204; Consent of professor required for late entry,
15626,ECON,361,A,Investments,4,S Karadas,MWF,1100,1150,,,,Walsh-Ellett Hall 306,20,20,Closed // Waitlist: 0,Prerequisites: ECON 360 and STAT 204; Consent of professor required for late entry,
15628,ECON,362,A,Financial Derivatives,4,S Karadas,MWF,1300,1350,,,,Walsh-Ellett Hall 304,20,20,Closed // Waitlist: 0,Prerequisites: ECON 360 and STAT 204; Consent of professor required for late entry,
15630,ECON,385,A,Special Topics: The Global Rise in Inequality; Causes & Consequences,4,D Williams,TR,800,915,,,,Spencer Hall 271,15,15,Closed // Waitlist: 0,Prerequisites: ECON 101 and ECON 102; Consent of professor required for late entry,
15636,ECON,410,A,Research Seminar,4,K Theyson,MW,1400,1515,,,,Woods Laboratories 125,11,11,Closed // Waitlist: 1,GMWI: Upper-Level (Major) Writing Intensive; Open only to seniors pursuing majors in economics; Prerequisite: ECON 333; Consent of professor required for late entry,
15637,ECON,410,B,Research Seminar,4,K Theyson,MW,1530,1645,,,,Woods Laboratories 125,11,9,Available: 2,GMWI: Upper-Level (Major) Writing Intensive; Open only to seniors pursuing majors in economics; Prerequisite: ECON 333; Consent of professor required for late entry,
15633,ECON,411,A,Policy Seminar,4,S Ford,MW,1400,1515,,,,Walsh-Ellett Hall 310,15,15,Closed // Waitlist: 0,GMWI: Upper-Level (Major) Writing Intensive; Open only to seniors pursuing majors in economics; Consent of professor required for late entry,
15634,ECON,411,B,Policy Seminar,4,S Ford,MW,1530,1645,,,,Walsh-Ellett Hall 310,15,12,Available: 3,GMWI: Upper-Level (Major) Writing Intensive; Open only to seniors pursuing majors in economics; Consent of professor required for late entry,
15635,ECON,411,C,Policy Seminar,4,M St-Pierre,TR,930,1045,,,,Walsh-Ellett Hall 310,15,15,Closed // Waitlist: 2,GMWI: Upper-Level (Major) Writing Intensive; Open only to seniors pursuing majors in economics; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Education,,,,,,,,,,,,,,,,,,
15735,EDUC,201,A,Instructional Technology: Digital Literacy and Learning,4,T Barnes,T,1600,1900,,,,duPont Library G10,15,12,Available: 3,Community Engagement; Consent of professor required for late entry,
15736,EDUC,201,C1,Instructional Technology: Digital Literacy and Learning,0,T Barnes,M,1230,1500,,,,TBA,8,2,Available: 6,Community Engagement,
15737,EDUC,201,C2,Instructional Technology: Digital Literacy and Learning,0,T Barnes,W,1230,1500,,,,TBA,8,7,Available: 1,Community Engagement,
15738,EDUC,201,C3,Instructional Technology: Digital Literacy and Learning,0,T Barnes,R,1230,1500,,,,TBA,8,3,Available: 5,Community Engagement,
15739,EDUC,205,A,Introduction to Environmental Education,4,A George,M,1300,1600,,,,Carnegie Hall 013,18,16,Available: 2,Community Engagement; Consent of professor required for late entry,
15740,EDUC,205,C1,Introduction to Environmental Education,0,A George,T,1430,1700,,,,TBA,8,8,Closed,Community Engagement,
15741,EDUC,205,C2,Introduction to Environmental Education,0,A George,W,1430,1700,,,,TBA,8,6,Available: 2,Community Engagement,
15742,EDUC,205,C3,Introduction to Environmental Education,0,A George,R,1430,1700,,,,TBA,8,2,Available: 6,Community Engagement,
15743,EDUC,226,A,Teaching Children's Literature,4,E Herman,TR,1330,1445,,,,Carnegie Hall 013,18,16,Available: 2,Community Engagement; Consent of professor required for late entry,
15744,EDUC,226,C1,Teaching Children's Literature,0,E Herman,M,800,1030,,,,TBA,8,4,Available: 4,Community Engagement,
15745,EDUC,226,C2,Teaching Children's Literature,0,E Herman,T,800,1030,,,,TBA,8,7,Available: 1,Community Engagement,
15746,EDUC,226,C3,Teaching Children's Literature,0,E Herman,W,1230,1500,,,,TBA,8,5,Available: 3,Community Engagement,
15914,EDUC,279,A,History of American Education,4,M Martin,T,1600,1900,,,,Carnegie Hall 013,18,13,Available: 5,Community Engagement; Consent of professor required for late entry,
15915,EDUC,279,C1,History of American Education,0,M Martin,M,1230,1500,,,,TBA,8,8,Closed,Community Engagement,
15916,EDUC,279,C2,History of American Education,0,M Martin,W,1230,1500,,,,TBA,8,2,Available: 6,Community Engagement,
15917,EDUC,279,C3,History of American Education,0,M Martin,R,1230,1500,,,,TBA,8,3,Available: 5,Community Engagement,
16003,EDUC,299,A,Teaching English as a Second Language,4,S Dolack,M,1600,1900,,,,Carnegie Hall 013,18,8,Available: 10,Community Engagement; Consent of professor required for late entry,
16006,EDUC,299,C1,Teaching English as a Second Language,0,S Dolack,T,1230,1500,,,,TBA,8,4,Available: 4,Community Engagement,
16007,EDUC,299,C2,Teaching English as a Second Language,0,S Dolack,W,800,1030,,,,TBA,8,1,Available: 7,Community Engagement,
16008,EDUC,299,C3,Teaching English as a Second Language,0,S Dolack,R,1230,1500,,,,TBA,8,3,Available: 5,Community Engagement,
15747,EDUC,341,A,Methods and Materials of Teaching,4,P Hill,W,1600,1900,,,,Carnegie Hall 013,15,11,Available: 4,Community Engagement; Prerequisites: One course in education; Consent of professor required for late entry,
15748,EDUC,341,C1,Methods and Materials of Teaching,0,P Hill,M,800,1030,,,,TBA,8,5,Available: 3,Community Engagement; Prerequisites: One course in education,
15749,EDUC,341,C2,Methods and Materials of Teaching,0,P Hill,T,800,1030,,,,TBA,8,1,Available: 7,Community Engagement; Prerequisites: One course in education,
15750,EDUC,341,C3,Methods and Materials of Teaching,0,P Hill,W,1230,1500,,,,TBA,8,5,Available: 3,Community Engagement; Prerequisites: One course in education,
,,,,,,,,,,,,,,,,,,
English,,,,,,,,,,,,,,,,,,
15827,ENGL,101,A,Literature and Composition,4,R Macdonald,MWF,800,850,,,,Gailor Hall 114,15,15,Closed // Waitlist: 9,Reserved Seats: new first-year students-12 (none available); Consent of professor required for late entry,"G1: Reading Closely,GFWI: Foundational Writing Intensive"
15828,ENGL,101,B,Literature and Composition,4,D Ettensohn,MWF,900,950,,,,Gailor Hall 233,15,15,Closed // Waitlist: 8,Reserved Seats: new first-year students-12 (none available); Consent of professor required for late entry,"G1: Reading Closely,GFWI: Foundational Writing Intensive"
15829,ENGL,101,C,Literature and Composition,4,K Wilson,MWF,1000,1050,,,,Walsh-Ellett Hall 202,15,15,Closed // Waitlist: 9,Reserved Seats: new first-year students-13 (none available); Consent of professor required for late entry,"G1: Reading Closely,GFWI: Foundational Writing Intensive"
15830,ENGL,101,D,Literature and Composition,4,J Michael,MWF,1100,1150,,,,Gailor Hall 202,15,15,Closed // Waitlist: 4,Reserved Seats: new first-year students-11 (none available); Consent of professor required for late entry,"G1: Reading Closely,GFWI: Foundational Writing Intensive"
15831,ENGL,101,E,Literature and Composition,4,M Jafri,MWF,1200,1250,,,,Gailor Hall 224,15,14,Available: 1 Reserved // Waitlist: 16,Reserved Seats: new first-year students-10 (1 available); Consent of professor required for late entry,"G1: Reading Closely,GFWI: Foundational Writing Intensive"
15832,ENGL,101,F,Literature and Composition,4,M Irvin,TR,1330,1445,,,,Gailor Hall 224,15,15,Closed // Waitlist: 8,Reserved Seats: new first-year students-12 (none available); Consent of professor required for late entry,"G1: Reading Closely,GFWI: Foundational Writing Intensive"
15833,ENGL,101,G,Literature and Composition,4,S Batkie/T Carlson,TR,1100,1215,,,,Gailor Hall 114,15,13,Closed: 2 Reserved // Waitlist: 2,Reserved Seats: new first-year students-11 (1 available); Consent of professor required for late entry,"G1: Reading Closely,GFWI: Foundational Writing Intensive"
15834,ENGL,101,H,Literature and Composition,4,L Tucker,TR,800,915,,,,Gailor Hall 114,15,15,Closed // Waitlist: 4,Reserved Seats: new first-year students-12 (none available); Consent of professor required for late entry,"G1: Reading Closely,GFWI: Foundational Writing Intensive"
15835,ENGL,101,J,Literature and Composition,4,V Craighill,TR,930,1045,,,,Gailor Hall 114,15,15,Closed // Waitlist: 1,Reserved Seats: new first-year students-12 (none available); Consent of professor required for late entry,"G1: Reading Closely,GFWI: Foundational Writing Intensive"
15836,ENGL,200,A,Representative Masterpieces,4,J Reishman/T Carlson,TR,1500,1645,,,,duPont Library 215,15,14,Available: 1,Prerequisites: One course with attribute G1 including AP or IB credit; Consent of professor required for late entry,
15837,ENGL,211,A,Studies in Fiction,4,M Jafri,MWF,1000,1050,,,,Gailor Hall 103,15,15,Closed // Waitlist: 2,Reserved Seats: new first-year students-5 (none available); Prerequisites: One course with attribute G1 including AP or IB credit; Consent of professor required for late entry,GFWI: Foundational Writing Intensive
15838,ENGL,216,A,Studies in Literature: American Literary Journalism,4,V Craighill,MW,1400,1515,,,,Gailor Hall 110,15,14,Available: 1 Reserved // Waitlist: 4,Reserved Seats: new first-year students-5 (1 available); Prerequisites: One course with attribute G1 including AP or IB credit; Consent of professor required for late entry,GFWI: Foundational Writing Intensive
15839,ENGL,316,A,The Novel in the Global Age,4,D Ettensohn,MW,1530,1645,,,,Gailor Hall 110,15,13,Available: 1 // Waitlist: 1,GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15840,ENGL,331,A,Melville's <em>Moby-Dick</em>,4,J Gatta,MWF,1300,1350,,,,Gailor Hall 114,15,12,Available: 3,GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15957,ENGL,352,A,Chaucer,4,M Irvin,TR,1500,1645,,,,Gailor Hall 202,15,8,Available: 7,GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15842,ENGL,358,A,Shakespeare II,4,R Macdonald,TR,1100,1215,,,,Gailor Hall 130,23,23,Closed // Waitlist: 2,Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15843,ENGL,358,B,Shakespeare II,4,P Macfie,MWF,1100,1150,,,,Gailor Hall 128,22,21,Closed // Waitlist: 2,Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15844,ENGL,360,A,Renaissance Literature II,4,P Macfie,MWF,1200,1250,,,,Gailor Hall 114,15,15,Closed // Waitlist: 1,GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15845,ENGL,370,A,British Romanticism: the Early 19th Century,4,J Michael,MW,1400,1515,,,,Gailor Hall 130,23,22,Available: 1,Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15846,ENGL,374,A,Origins and Development of the English Novel II,4,M Jafri,TR,930,1045,,,,Gailor Hall 128,22,21,Closed // Waitlist: 1,Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15847,ENGL,378,A,American Literature II,4,E Grammer,TR,1330,1445,,,,Gailor Hall 128,24,22,Available: 2,Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15848,ENGL,390,A,Modern Drama,4,L Tucker,TR,1330,1445,,,,Gailor Hall 130,22,19,Available: 3,Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15849,ENGL,394,A,Literature of the American South,4,J Grammer,TR,1100,1215,,,,Gailor Hall 128,22,22,Closed // Waitlist: 1,Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15850,ENGL,396,A,American Environmental Literature,4,J Gatta,MWF,1000,1050,,,,Walsh-Ellett Hall 210,22,20,Available: 2,Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15851,ENGL,397,A,Contemporary American Fiction,4,T Carlson,W,1400,1630,,,,duPont Library 215,15,13,Available: 2,GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15852,ENGL,398,A,American Poetry Since World War II,4,W Prunty,T,1400,1630,,,,Gailor Hall 114,15,15,Closed // Waitlist: 4,GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15853,WRIT,205,A,Creative Writing: Poetry,4,W Prunty,M,1400,1630,,,,Gailor Hall 114,15,14,Available: 1,Consent of professor required for late entry,
15854,WRIT,206,A,Creative Writing: Fiction,4,K Wilson,M,1400,1630,,,,Gailor Hall 019,15,15,Closed // Waitlist: 4,Consent of professor required for late entry,
15855,WRIT,207,A,Creative Writing: Playwriting,4,E Wilder,W,1400,1630,,,,Gailor Hall 114,15,15,Closed // Waitlist: 0,Consent of professor required for late entry,
16010,WRIT,307,A,Advanced Creative Writing: Playwriting,4,E Freni,W,1400,1630,,,,Gailor Hall 103,15,10,Available: 5,Prerequisite: WRIT 207; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Environmental Studies,,,,,,,,,,,,,,,,,,
15865,ENST,100,A,Walking the Land,4,B Potter,M,1300,1630,,,,Snowden Hall 119,20,20,Closed // Waitlist: 16,Reserved Seats: new first-year students-8 (none available); Consent of professor required for late entry,GFWI: Foundational Writing Intensive
15866,ENST,101,A,Introduction to Environmental Studies,4,K Smith,MWF,800,850,,,,Snowden Hall 215,24,24,Closed // Waitlist: 3,"Open only to freshmen, sophomores, and juniors; Reserved Seats: new first-year students-9 (none available); Consent of professor required for late entry",
15867,ENST,101,B,Introduction to Environmental Studies,4,D McGrath,TR,930,1045,,,,Snowden Hall 215,26,26,Closed // Waitlist: 2,"Open only to freshmen, sophomores, and juniors; Reserved Seats: new first-year students-10 (none available); Consent of professor required for late entry",
15918,ENST,140,A,Readings in Island Ecology,2,K Zigler and others,F,1400,1530,,,,Snowden Hall 202,12,12,Closed // Waitlist: 0,Prerequisites: Approval of the Island Ecology program director; Consent of professor required for late entry,
15868,ENST,211,A,Sustainability and Global Environmental Change Seminar,2,R Fielding,R,1100,1215,,,,Snowden Hall 116,13,13,Closed // Waitlist: 0,Prerequisites: Approval of the Sustainability and Global Environmental Change program director; Consent of professor required for late entry,
15869,ENST,217,A,Fundamentals of GIS,4,C Van de Ven,MWF,900,950,M,1300,1600,duPont Library G10,16,16,Closed // Waitlist: 8,Consent of professor required for late entry,
15956,ENST,250,A,Environmental and Biological Non-Fiction,4,D Haskell,TR,930,1045,W,1930,2230,Spencer Hall 262,18,10,Available: 8,Consent of professor required for late entry,
15870,ENST,317,A,Advanced Applications of GIS,4,C Van de Ven,TR,800,915,R,1330,1630,duPont Library G10,18,16,Available: 2,Prerequisite: ENST 217; Consent of professor required for late entry,
15871,ENST,320,A,Environment and Sustainability Colloquium,4,R Fielding,R,1330,1700,,,,Snowden Hall 109,16,13,Available: 3,GMWI: Upper-Level (Major) Writing Intensive; Open only to juniors pursuing majors in environment and sustainability; Prerequisites: ENST 101 and completion of the foundational science requirement in major; Consent of professor required for late entry,
15872,ENST,336,A,Environmental Land-Use Policy,4,D Carter,TR,930,1045,,,,Snowden Hall 202,19,18,Closed // Waitlist: 3,Prerequisites: ENST 101 or ENST 200; Consent of professor required for late entry,
15873,ENST,400,A,Environmental Arts and Humanities Capstone,4,D Carter,T,1330,1700,,,,Snowden Hall 215,18,5,Available: 13,GMWI: Upper-Level (Major) Writing Intensive; Open only to seniors; Consent of professor required for late entry,
15874,ENST,421,A,Environment and Sustainability Capstone,4,R Fielding,T,1330,1700,,,,Snowden Hall 202,16,12,Available: 4,GMWI: Upper-Level (Major) Writing Intensive; Open only to seniors pursuing majors in environment and sustainability; Prerequisite: ENST 320; Consent of professor required for late entry,
15475,ENST,431,A,Practicum in Religion and Environment,2,R Gottfried,TBA,,,,,,TBA,99,0,Available: 99,Community Engagement; Open only to juniors or seniors pursuing minors in religion and the environment; Prerequisites: Professor consent and prerequisite override required; Consent of professor required for late entry,
15934,ESCI,430,A,Watershed Science Capstone,4,M Knoll,MWF,1100,1150,,,,Snowden Hall 102,24,7,Available: 17,Open only to seniors pursuing curricular certificates in watershed science; Consent of professor required for late entry,
15875,ESCI,450,A,Readings in Environmental Sciences,2,K Smith,F,1300,1500,,,,Snowden Hall 119,24,15,Available: 9,"Open only to seniors pursuing majors in forestry, geology, or natural resources environment; Consent of professor required for late entry",
,,,,,,,,,,,,,,,,,,
Film Studies,,,,,,,,,,,,,,,,,,
15552,AMST,333,A,Junior Seminar,4,W Register,M,1400,1630,,,,Snowden Hall 109,16,6,Available: 10,Consent of professor required for late entry,
15950,ART,231,A,Topics in Electronic and Interactive Art,4,P Malde/L Allingham,TR,1100,1215,,,,Carnegie Hall 311,15,15,Closed // Waitlist: 0,Reserved Seats: new first-year students-4 (none available); Consent of professor required for late entry; Studio Art Fee-Malde: $250,G2: Understanding the Arts
15539,ASIA,233,A,The Fantastical World of <em>Anime</em>,4,L Nuffer,MW,1400,1515,,,,Gailor Hall 233,25,25,Closed // Waitlist: 0,Consent of professor required for late entry,
15938,HIST,351,A,History of Modern India through Cinema and Literature,4,D Bhattacharjee,W,1300,1530,,,,Walsh-Ellett Hall 208,16,7,Available: 9,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15575,HIST,375,A,The Outlaw in American Culture,4,J Berebitsky,M,1400,1630,,,,Spencer Hall 164,17,16,Available: 1,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,G4: Exploring Past and Present
15598,INGS,308,A,Body Film:  Representing the Body in Contemporary World Cinema,4,J Beinek,MW,1530,1645,T,1930,2130,Gailor Hall 202,18,17,Available: 1,Consent of professor required for late entry,
15816,SPAN,392,A,Audiovisual Cultures in Latin America,4,A Marquez-Gomez,MW,1530,1645,,,,Gailor Hall 225,19,18,Available: 1,Prerequisites: SPAN 301 or SPAN 302 or SPAN 303 or SPAN 304 or SPAN 391; Consent of professor required for late entry,G2: Understanding the Arts
,,,,,,,,,,,,,,,,,,
French,,,,,,,,,,,,,,,,,,
15779,FREN,104,A,Elementary French II,4,G Poe,MWF,900,950,T,1230,1320,Gailor Hall 112,19,19,Closed // Waitlist: 0,Prerequisites: FREN 103 or placement; Consent of professor required for late entry,
15780,FREN,104,B,Elementary French II,4,G Poe,MWF,1000,1050,T,1330,1420,Gailor Hall 112,19,6,Available: 13,Prerequisites: FREN 103 or placement; Consent of professor required for late entry,
15781,FREN,203,A,Intermediate French,4,A Glacet,MWF,800,850,R,1230,1320,Gailor Hall 225,19,5,Available: 14,Prerequisites: FREN 104 or placement; Consent of professor required for late entry,
15782,FREN,203,B,Intermediate French,4,L Ramsey,MWF,900,950,R,1330,1420,Gailor Hall 225,19,15,Available: 4,Prerequisites: FREN 104 or placement; Consent of professor required for late entry,
