CRN,Subj,Num,Sec,Title,Hours,Faculty,Days,Beg,End,Days.2,Beg.2,End.2,Location,Limit,Enr,Av.Seats,Additional.Info,General.Education
American Studies,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,
40751,AMST,420,A,Senior Research Seminar,4,H Roberson,F,1400,1630,,NA,NA,Walsh-Ellett Hall 312,15,8,Available: 7,Writing Intensive; Open only to students pursuing majors in American studies; Consent of professor required for late entry,
40710,ENGL,377,A,American Literature I,4,E Grammer,TR,1330,1445,,NA,NA,Gailor Hall 110,20,18,Available: 2,Prerequisites: ENGL 101 or HUMN 101; Consent of professor required for late entry,
40712,ENGL,391,A,Modern American Poetry,4,V Craighill,TR,1330,1445,,NA,NA,Gailor Hall 130,25,6,Available: 19,Prerequisites: ENGL 101 or HUMN 101; Consent of professor required for late entry,
40717,ENGL,393,A,Faulkner,4,T Carlson,W,1400,1630,,NA,NA,duPont Library 215,15,10,Available: 5,Writing Intensive; Prerequisites: ENGL 101 or HUMN 101; Consent of professor required for late entry,
40892,HIST,201,A,History of the United States I,4,T Spence,MWF,1100,1150,,NA,NA,Walsh-Ellett Hall 210,24,23,Available: 1,Consent of professor required for late entry,
40662,HIST,229,A,The Many Faces of Sewanee,4,J Willis,TR,1330,1445,,NA,NA,Walsh-Ellett Hall 204,15,15,Closed,Community Engagement; Open only to sophomores; Waitlist - contact instructor,
40663,HIST,237,A,Women in U.S. History, 1600-1870,4,J Berebitsky,TR,930,1045,,NA,NA,Walsh-Ellett Hall 202,24,24,Closed,Consent of professor required for late entry,
40668,HIST,327,A,The Old South,4,J Willis,TR,930,1045,,NA,NA,Walsh-Ellett Hall 210,24,26,Closed,Prerequisites: HIST 100 or (HUMN 101 and HUMN 102); Waitlist - contact instructor,
40670,HIST,347,A,The American Civil Rights Movement,4,H Roberson,T,1330,1600,,NA,NA,Walsh-Ellett Hall 208,15,15,Closed,Prerequisites: HIST 100 or (HUMN 101 and HUMN 102); Consent of professor required for late entry,
40809,POLS,107,A,Critical Issues in American Politics,4,A Hatcher,W,1300,1530,,NA,NA,Walsh-Ellett Hall 210,15,12,Available: 3,Writing Intensive; Not open to seniors; Consent of professor required for late entry,
40597,POLS,204,A,Legislative Process,4,A Hatcher,TR,1330,1445,,NA,NA,Walsh-Ellett Hall 210,25,15,Available: 10,Consent of professor required for late entry,
40546,RELG,393,A,Rural Religion,4,J Smith,MW,1100,1150,R,1330,1630,duPont Library G31,15,17,Closed,Community Engagement; Consent of professor required for late entry,
40566,WMST,100,A,Introduction to Women's and Gender Studies,4,J Berebitsky,MW,1300,1415,,NA,NA,Walsh-Ellett Hall 202,18,20,Closed,Consent of professor required for late entry,
Anthropology,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,
40524,ANTH,104,A,Introductory Cultural Anthropology,4,D Murdock,MWF,800,850,,NA,NA,Woods Laboratories 342,24,23,Available: 1,Consent of professor required for late entry,
40924,ANTH,104,B,Introductory Cultural Anthropology,4,M Kohut,MWF,900,950,,NA,NA,Woods Laboratories 342,24,23,Available: 1,Consent of professor required for late entry,
40925,ANTH,104,C,Introductory Cultural Anthropology,4,M Kohut,MWF,1100,1150,,NA,NA,Woods Laboratories 340,24,24,Closed,Consent of professor required for late entry,
40525,ANTH,106,A,Introductory Physical Anthropology and Archaeology,4,S Sherwood,TR,930,1045,,NA,NA,Snowden Hall 215,25,23,Available: 2,Reserved Seats: returning freshmen-13 (none available); Consent of professor required for late entry,
40526,ANTH,290,A,Women in Cross-Cultural Perspective,4,D Murdock,MWF,1000,1050,,NA,NA,Woods Laboratories 342,14,14,Closed,Writing Intensive; Prerequisites: ANTH 104 or WMST 100; Consent of professor required for late entry,
40527,ANTH,298,A,Ecological Anthropology,4,C Ray,TR,930,1045,,NA,NA,Snowden Hall 202,19,19,Closed,Consent of professor required for late entry,
40528,ANTH,298,B,Ecological Anthropology,4,C Ray,TR,1100,1215,,NA,NA,Snowden Hall 202,19,15,Available: 4,Consent of professor required for late entry,
40926,ANTH,308,A,Myth, Ritual, and Meaning,4,M Kohut,TR,930,1045,,NA,NA,Woods Laboratories 342,18,12,Available: 6,Consent of professor required for late entry,
40529,ANTH,399,A,Anthropology of Education,4,M Wallace,W,1330,1630,,NA,NA,Carnegie Hall 013,15,6,Available: 9,Writing Intensive; Community Engagement; Prerequisites: One course in education or anthropology; Consent of professor required for late entry,
40530,ANTH,399,C1,Anthropology of Education,0,M Wallace,M,1430,1700,,NA,NA,TBA,8,2,Available: 6,Community Engagement; Prerequisites: One course in education or anthropology,
40531,ANTH,399,C2,Anthropology of Education,0,M Wallace,T,1430,1700,,NA,NA,TBA,8,0,Available: 8,Community Engagement; Prerequisites: One course in education or anthropology,
40532,ANTH,399,C3,Anthropology of Education,0,M Wallace,R,1430,1700,,NA,NA,TBA,8,0,Available: 8,Community Engagement; Prerequisites: One course in education or anthropology,
40533,ANTH,399,C4,Anthropology of Education,0,M Wallace,F,1430,1700,,NA,NA,TBA,8,0,Available: 8,Community Engagement; Prerequisites: One course in education or anthropology,
