CRN,Subj,Num,Sec,Title,Hours,Faculty,Days,Beg,End,Days.2,Beg.2,End.2,Location,Limit,Enr,Av.Seats,Additional.Info,General.Education
American Studies,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,NA
10315,ECON,101,B,Introduction to Economics,4,B Ford,TR,930,1045,,NA,NA,Carnegie Hall 306,20,10,Available: 10,,NA
10316,ECON,101,C,Introduction to Economics,4,J Ingles,MWF,900,950,,NA,NA,Walsh-Ellett Hall 310,20,12,Available: 8,,NA
10317,ECON,101,D,Introduction to Economics,4,J Ingles,MWF,1000,1050,,NA,NA,Walsh-Ellett Hall 310,20,10,Available: 10,,NA
10318,ECON,101,E,Introduction to Economics,4,J Bradbury,TR,800,915,,NA,NA,Walsh-Ellett Hall 304,20,17,Available: 3,,NA
10319,ECON,101,F,Introduction to Economics,4,J Bradbury,TR,930,1045,,NA,NA,Walsh-Ellett Hall 304,20,19,Available: 1,,NA
10320,ECON,101,G,Introduction to Economics,4,D Williams,TR,1100,1215,,NA,NA,Walsh-Ellett Hall 210,20,20,Closed,,NA
10778,ECON,110,A,Women, Family, and Work in the Muslim World,4,Y Mohiuddin,R,1400,1630,,NA,NA,Walsh-Ellett Hall 202,14,12,Available: 2,Writing Intensive,NA
10321,ECON,215,A,Fundamentals of Financial Accounting,4,C Heinemann,MW,1400,1530,,NA,NA,Walsh-Ellett Hall 308,15,13,Available: 2,Prerequisite: ECON 101,NA
10322,ECON,215,B,Fundamentals of Financial Accounting,4,C Heinemann,MW,1600,1730,,NA,NA,Walsh-Ellett Hall 308,15,12,Available: 3,Prerequisite: ECON 101,NA
10329,ECON,302,A,Economics of Financial Markets,4,D Williams,MW,1100,1215,,NA,NA,St. Luke's 202,15,22,Closed,Prerequisite: ECON 101,NA
10325,ECON,304,A,Labor Economics,4,D Williams,TR,930,1045,,NA,NA,Walsh-Ellett Hall 210,15,11,Available: 4,Prerequisite: ECON 101,NA
10323,ECON,305,A,Microeconomic Theory,4,R Gottfried,TR,930,1045,,NA,NA,Walsh-Ellett Hall 310,15,14,Available: 1,Prerequisite: ECON 101,NA
10324,ECON,305,B,Microeconomic Theory,4,R Gottfried,TR,1100,1215,,NA,NA,Walsh-Ellett Hall 310,15,18,Closed,Prerequisite: ECON 101,NA
10328,ECON,310,A,Economic Development in the Third World,4,Y Mohiuddin,TR,930,1045,,NA,NA,Walsh-Ellett Hall 306,15,18,Closed,Prerequisite: ECON 101,NA
10326,ECON,335,A,Environmental Economics,4,R Gottfried,W,1300,1530,,NA,NA,Walsh-Ellett Hall 312,15,16,Closed,Prerequisite: ECON 101,NA
10330,ECON,337,A,International Economics,4,S Ford,MT,1300,1415,,NA,NA,Walsh-Ellett Hall 310,20,20,Closed,Prerequisite: ECON 101,NA
10331,ECON,340,A,Introduction to Mathematical Economics,4,S Ford,MT,1500,1615,,NA,NA,duPont Library SUMMIT,15,7,Available: 8,Prerequisites: ECON 101 and (ECON 201 or STAT 204),NA
10716,ECON,410,A,Research Seminar,4,J Bradbury,MW,1245,1359,,NA,NA,Walsh-Ellett Hall 306,12,11,Available: 1,Open only to seniors pursuing majors in economics; Prerequisites: ECON 305 and ECON 306 and ECON 333 and (ECON 201 or STAT 204),NA
